Date,Above,Below,Critical,Dry,Wet
3/3/1900,0.571428571,0.666666667,2.666666667,0.875,0.941176471
3/4/1900,0.571428571,0.666666667,2.666666667,0.875,0.764705882
3/5/1900,2.714285714,0.666666667,3.266666667,1,1.058823529
3/6/1900,3.714285714,1,3.2,7.25,1.647058824
3/7/1900,6.142857143,1.333333333,3.133333333,8.5625,2
3/8/1900,6.285714286,6.666666667,3.2,11.3125,2
3/9/1900,6.285714286,18.66666667,4.533333333,12.4,2.529411765
3/10/1900,6.142857143,22.33333333,6.666666667,12.5625,3.588235294
3/11/1900,6.142857143,8,7.533333333,13.5625,3.588235294
3/12/1900,6,8,9.266666667,13.5625,4.764705882
3/13/1900,6.142857143,8.333333333,9.933333333,16.025,3.411764706
3/14/1900,7.714285714,6,10.46666667,15.875,3.588235294
3/15/1900,8.428571429,6.333333333,13.66666667,15.5,3.411764706
3/16/1900,7.142857143,6.333333333,15.4,15.875,4.764705882
3/17/1900,6.285714286,8,14.66666667,16.125,4.764705882
3/18/1900,6.857142857,8,14.2,14.25,5.711764706
3/19/1900,6.571428571,13.66666667,14.2,13,6.470588235
3/20/1900,6.571428571,13.66666667,14.2,14.875,5.117647059
3/21/1900,6.714285714,18.33333333,15.86666667,15.375,5.117647059
3/22/1900,7.857142857,18.66666667,17,16.125,5.470588235
3/23/1900,7.285714286,26.66666667,15.8,17.25,12.70588235
3/24/1900,7.428571429,22,15.26666667,19.875,8.531764706
3/25/1900,9.285714286,21.33333333,18.2,20,5.414705882
3/26/1900,11.85714286,24,19.6,22.375,4.297058824
3/27/1900,13.28571429,25.33333333,21.26666667,20.625,4.767647059
3/28/1900,15.28571429,28,22.46666667,21.625,4.708823529
3/29/1900,16,29.66666667,22.46666667,22.625,4.732352941
3/30/1900,16.28571429,31.33333333,22.53333333,24.375,4.855882353
3/31/1900,20.42857143,32.33333333,22.53333333,24.25,7.532352941
4/1/1900,21.42857143,27.66666667,21.53333333,24,9.355882353
4/2/1900,23.71428571,27.66666667,22.66666667,25.875,9.120588235
4/3/1900,23.28571429,37.33333333,22.6,30.75,10
4/4/1900,24.57142857,37.66666667,24.4,31.875,8.764705882
4/5/1900,24.57142857,37,24.46666667,34.125,7.941176471
4/6/1900,24.71428571,37.33333333,25.13333333,34.375,10.23529412
4/7/1900,27.42857143,37,24.6,36.125,11.70588235
4/8/1900,24.71428571,33,28.13333333,34.375,11.23529412
4/9/1900,27.71428571,36.33333333,27.26666667,35.375,12.58823529
4/10/1900,29.42857143,37.33333333,28.6,40.375,13.47058824
4/11/1900,33,40.33333333,30,33.375,14.94117647
4/12/1900,34.71428571,36.33333333,29.8,33.125,15.82352941
4/13/1900,37.28571429,29,31.6,32.625,17.52941176
4/14/1900,37.57142857,26.33333333,33.66666667,32.25,17.52941176
4/15/1900,38.57142857,26.33333333,34.46666667,37.375,18.88235294
4/16/1900,40.14285714,22.33333333,34.26666667,40,21.05882353
4/17/1900,37.14285714,22.33333333,34.4,43.875,23.17647059
4/18/1900,39,29.66666667,34.66666667,44.5,24.88235294
4/19/1900,39,29.66666667,34.6,48.25,26.94117647
4/20/1900,37.85714286,31.66666667,35.6,47.5,26.82352941
4/21/1900,36.85714286,34,37.66666667,44,27.29411765
4/22/1900,40.28571429,34.33333333,39.4,43.125,28.41176471
4/23/1900,44.85714286,37.33333333,38.06666667,46.375,30.05882353
4/24/1900,46.42857143,37.33333333,37.2,47.5,30.88235294
4/25/1900,48.85714286,41,34.8,48.375,32.70588235
4/26/1900,48.28571429,47,36.66666667,52.125,34.05882353
4/27/1900,44.28571429,47,38.73333333,52.5,35.05882353
4/28/1900,44,50,39,53.125,36.58823529
4/29/1900,42.85714286,39.66666667,39.66666667,51.375,37.47058824
4/30/1900,43.28571429,36.33333333,40.66666667,51.75,37.82352941
5/1/1900,46.42857143,31.33333333,41.8,54,40.52941176
5/2/1900,46.57142857,29.33333333,44.26666667,55.25,40.94117647
5/3/1900,51.28571429,29,44.93333333,57,40.64705882
5/4/1900,53.85714286,29.33333333,44.6,56.125,41.58823529
5/5/1900,56.57142857,29.33333333,45,55.125,43.35294118
5/6/1900,56.42857143,27.66666667,44.33333333,53.5,43.35294118
5/7/1900,55,25,43.46666667,54.25,44.23529412
5/8/1900,55.28571429,26.66666667,43.8,55.125,48.23529412
5/9/1900,52.57142857,27,43.13333333,55,49.64705882
5/10/1900,55.85714286,30,44.06666667,55.125,51.23529412
5/11/1900,54.71428571,41,44.26666667,56.875,52.94117647
5/12/1900,52.57142857,44,44.53333333,57.75,53.11764706
5/13/1900,56,45.33333333,45.46666667,57.125,52.29411765
5/14/1900,56.57142857,46,45.66666667,58.875,54.52941176
5/15/1900,59.14285714,49.33333333,43.53333333,60.75,54
5/16/1900,57,49.33333333,44.86666667,60.375,51.23529412
5/17/1900,55.71428571,46.33333333,46.93333333,60,53.52941176
5/18/1900,57.57142857,48,46.66666667,57.75,53.11764706
5/19/1900,57.14285714,47.33333333,47.26666667,59.75,53.76470588
5/20/1900,59.14285714,49.33333333,47.6,59.25,54.47058824
5/21/1900,60.28571429,56,48.4,62,54.35294118
5/22/1900,62,56,48.6,62,54.64705882
5/23/1900,61.42857143,54.66666667,49.13333333,62.125,56.47058824
5/24/1900,61,54.33333333,49.26666667,62,58
5/25/1900,62,57.66666667,49.2,62.625,57.11764706
5/26/1900,60.28571429,56.33333333,48.93333333,61.25,58.41176471
5/27/1900,59.28571429,56.33333333,46.6,60.875,59.41176471
5/28/1900,63.71428571,57.33333333,47.26666667,60.125,59.17647059
5/29/1900,65.57142857,60,47.46666667,61.125,60.35294118
5/30/1900,65.42857143,60,48.13333333,64.125,61.17647059
5/31/1900,66.14285714,61,49.06666667,65.125,63.29411765
6/1/1900,65.71428571,57.33333333,48.86666667,67.125,62.35294118
6/2/1900,66.57142857,61.33333333,49.6,67.125,62.58823529
6/3/1900,64.14285714,59.33333333,50.4,66.875,62.88235294
6/4/1900,63,59.66666667,52.73333333,59.375,63.23529412
6/5/1900,62.71428571,60.33333333,52.93333333,64.875,62
6/6/1900,64.14285714,59,53.73333333,65.125,61.88235294
6/7/1900,65.42857143,57.33333333,54.06666667,67.625,62
6/8/1900,64.57142857,57.33333333,54.2,68,62.70588235
6/9/1900,64.71428571,58,53.2,67.875,62
6/10/1900,63.85714286,57,53.33333333,65.375,62.47058824
6/11/1900,64.71428571,57.33333333,52.73333333,60.875,61.76470588
6/12/1900,64.28571429,61.66666667,52.13333333,66.25,61.76470588
6/13/1900,63.71428571,60.66666667,52.4,67.25,63.23529412
6/14/1900,64.57142857,60,53.26666667,67.5,62.23529412
6/15/1900,65,59,54.13333333,70.25,62.05882353
6/16/1900,64.57142857,59,54.93333333,70,64.76470588
6/17/1900,63.42857143,58.66666667,54.93333333,69,64.05882353
6/18/1900,63,60.33333333,54.66666667,70.625,64.82352941
6/19/1900,65.71428571,64.33333333,54.86666667,69.625,64.94117647
6/20/1900,64.14285714,63.33333333,53.86666667,70.625,65.23529412
6/21/1900,63.57142857,65,55.13333333,71.125,66.23529412
6/22/1900,62.85714286,65.33333333,54.93333333,71,65.52941176
6/23/1900,62.71428571,68.33333333,55.53333333,67.625,66.58823529
6/24/1900,65.85714286,68.66666667,56,68.25,66.82352941
6/25/1900,67.57142857,70.33333333,56.13333333,67.625,67.52941176
6/26/1900,68.14285714,67,56,69.125,68.52941176
6/27/1900,66.85714286,63.33333333,56.06666667,70.5,68.94117647
6/28/1900,62.57142857,65,56.2,71.5,69.23529412
6/29/1900,57.57142857,68.66666667,57.6,71.375,68.23529412
6/30/1900,67.42857143,49,57.8,72.875,66.94117647
7/1/1900,69.42857143,47.5,57.33333333,70.5,67.35294118
7/2/1900,71.14285714,46.5,57.26666667,70.5,67.58823529
7/3/1900,68.14285714,46.75,57.86666667,72.375,68.47058824
7/4/1900,71.14285714,47,58.8,70.625,68.11764706
7/5/1900,72.42857143,61.25,58.66666667,71.625,68
7/6/1900,72.71428571,62.25,59.06666667,72.875,67.88235294
7/7/1900,71.42857143,64.75,58.86666667,73,68.23529412
7/8/1900,70.85714286,67,59.53333333,73.625,67.29411765
7/9/1900,70.42857143,68,59.4,72.75,66.11764706
7/10/1900,72,66.25,58.93333333,73.625,65.35294118
7/11/1900,74.42857143,67,59.53333333,72.625,66.35294118
7/12/1900,74.28571429,66.5,58.73333333,72.625,64.52941176
7/13/1900,74.57142857,66.5,58.73333333,71.375,64.64705882
7/14/1900,75.14285714,66.75,58.86666667,71.5,65.05882353
7/15/1900,74.85714286,69.75,60.2,70.75,67.11764706
7/16/1900,74.71428571,68.25,60.33333333,70.5,67.94117647
7/17/1900,75.85714286,67.25,60.4,70.875,67.82352941
7/18/1900,74.85714286,67.5,56.33333333,70.75,67.88235294
7/19/1900,74.42857143,67.25,58.26666667,71,68.82352941
7/20/1900,75.57142857,68.25,59.66666667,70.875,68.88235294
7/21/1900,73.71428571,67.5,59.86666667,71,69
7/22/1900,73.71428571,54.75,59.86666667,70.25,70.47058824
7/23/1900,72.71428571,54.75,59.8,73.375,70.23529412
7/24/1900,71.42857143,53.75,59.66666667,72.75,70.52941176
7/25/1900,70.14285714,55,59.6,73.25,70.41176471
7/26/1900,70.57142857,54.5,59.26666667,73.5,69.76470588
7/27/1900,73.28571429,54,59.26666667,72.125,69.41176471
7/28/1900,71.42857143,54.5,59.2,71.375,69.17647059
7/29/1900,71.71428571,54.25,59.66666667,68.125,68.76470588
7/30/1900,73,54.5,60.2,67,68.76470588
7/31/1900,73,54.75,60.26666667,68.625,68.70588235
8/1/1900,72.14285714,49.25,60.4,65.875,68.05882353
8/2/1900,74.57142857,50,59.26666667,66.5,68.76470588
8/3/1900,74.14285714,50,58.53333333,66.125,69
8/4/1900,72.85714286,51,59,65.5,68.94117647
8/5/1900,73.42857143,52,58.33333333,65,69
8/6/1900,72.85714286,54.5,57.6,65.625,69.41176471
8/7/1900,62.28571429,52,56.66666667,64.5,69.58823529
8/8/1900,70.57142857,47.75,53.26666667,64.875,70.11764706
8/9/1900,68.42857143,51,51.6,64,69.47058824
8/10/1900,66.28571429,51,50.8,61.25,67.88235294
8/11/1900,64.85714286,51.75,51.33333333,60.25,68.17647059
8/12/1900,63.85714286,49.75,50.86666667,60.5,68.05882353
8/13/1900,64.57142857,51.25,49.06666667,60.25,66.35294118
8/14/1900,64.71428571,51,47.53333333,62.5,66.64705882
8/15/1900,64,51,47,61,65.94117647
8/16/1900,60.57142857,48.75,46.73333333,60.5,64.29411765
8/17/1900,60.71428571,47.75,46.4,56.75,63.70588235
8/18/1900,61.85714286,46.25,46.73333333,57.375,60
8/19/1900,62.28571429,43.75,44.6,57,58.47058824
8/20/1900,61.14285714,38,43.8,55.5,59.35294118
8/21/1900,60,37.75,42.4,55.75,59.17647059
8/22/1900,59.71428571,38.75,36.93333333,54.125,58.70588235
8/23/1900,60,41,36.2,49.875,54.17647059
8/24/1900,60.14285714,44.75,36.66666667,49.875,56.58823529
8/25/1900,58,42,38,50.25,55.82352941
8/26/1900,56.57142857,43.5,39.93333333,47.75,56.35294118
8/27/1900,55.28571429,39.5,38.73333333,48.5,55.88235294
8/28/1900,54,35.75,38.46666667,48.25,55.82352941
8/29/1900,55.14285714,34.75,37.46666667,47.25,55.17647059
8/30/1900,54.28571429,35,37.53333333,45.5,55.17647059
8/31/1900,50.57142857,35.25,36.73333333,45.25,54.35294118
9/1/1900,49.42857143,34.25,36.46666667,45.5,54.05882353
9/2/1900,51.28571429,34.75,35.6,47.5,53.76470588
9/3/1900,50.71428571,36.25,35.46666667,48.125,53.64705882
9/4/1900,49.71428571,36.5,32.93333333,48.125,53.11764706
9/5/1900,46.85714286,33.5,34.66666667,46.75,51.23529412
9/6/1900,47.85714286,36.25,34.73333333,45.375,51.23529412
9/7/1900,48.71428571,37,34.13333333,44.625,50.17647059
9/8/1900,48.28571429,36.75,33.4,44.75,49.76470588
9/9/1900,49.42857143,37,33.13333333,43.875,48.29411765
9/10/1900,48.85714286,36.75,32.66666667,43.875,46.23529412
9/11/1900,47.71428571,35.5,31.86666667,44,48.35294118
9/12/1900,49.57142857,33.75,31.33333333,46.125,48
9/13/1900,49.14285714,33.75,31.53333333,47,48.88235294
9/14/1900,48.42857143,26.25,31.6,46,48.82352941
9/15/1900,45.85714286,26.25,26.66666667,45.875,48.64705882
9/16/1900,44.71428571,27.5,26.4,45.75,44.29411765
9/17/1900,44.57142857,29.25,26.6,44.375,43.76470588
9/18/1900,42.42857143,29.75,26.86666667,44.25,41.17647059
9/19/1900,42.71428571,29.75,27.53333333,47.375,43.23529412
9/20/1900,44,33.75,26.4,45.25,44.05882353
9/21/1900,48.28571429,34.5,25.8,44,43.94117647
9/22/1900,48.71428571,34,23.93333333,44,43.70588235
9/23/1900,46.42857143,28,23.53333333,46.375,43.29411765
9/24/1900,45.42857143,29.5,24.26666667,46.375,44.23529412
9/25/1900,44,26,24.93333333,43.875,44.23529412
9/26/1900,42,25.75,24.46666667,47.125,43.94117647
9/27/1900,40.57142857,27.25,20.4,46.75,43.64705882
9/28/1900,39.57142857,30.25,17,45,43.05882353
9/29/1900,40,30.25,16.06666667,45.5,42.23529412
9/30/1900,42.71428571,30.25,11.26666667,26.375,41.52941176
10/1/1900,44.71428571,30,11.2,21.625,42.05882353
10/2/1900,44.71428571,27,12.13333333,21.5,42.35294118
10/3/1900,44.71428571,25.75,12.13333333,21.625,40.47058824
10/4/1900,45.42857143,26.5,12.06666667,23.25,40.41176471
10/5/1900,43.71428571,26.75,12.2,23.5,38.94117647
10/6/1900,42.14285714,16.5,11.33333333,22.125,37.58823529
10/7/1900,26.85714286,18.75,12.2,22,37.47058824
10/8/1900,27.85714286,18.75,12.06666667,23.375,36.05882353
10/9/1900,26.85714286,18.75,12.33333333,22.375,35.05882353
10/10/1900,26.57142857,20.25,12.2,21.25,34.17647059
10/11/1900,24.85714286,18.5,11.26666667,21.25,34.23529412
10/12/1900,17.28571429,17,10.6,21.125,34.52941176
10/13/1900,17.14285714,17,10.4,22.75,31.23529412
10/14/1900,16.85714286,16,10.13333333,22.625,32.17647059
10/15/1900,17.85714286,16,9.866666667,17,25.41176471
10/16/1900,17.14285714,12.5,9.933333333,18.25,24.88235294
10/17/1900,15.85714286,11.25,9.466666667,18.5,21.94117647
10/18/1900,15.85714286,11.25,8.933333333,16.75,21.47058824
10/19/1900,15.71428571,11.25,8.533333333,16,19.47058824
10/20/1900,17.42857143,11,8.4,15.625,17.35294118
10/21/1900,17.57142857,12,8.666666667,14.25,17
10/22/1900,13.57142857,12.25,8.533333333,14.75,16.70588235
10/23/1900,13.14285714,10.75,8.333333333,14.25,14.84
10/24/1900,12.57142857,10,8.333333333,14,16.41176471
10/25/1900,12.28571429,11.5,7.866666667,13.75,15.70588235
10/26/1900,13,12,7,12.25,15.82352941
10/27/1900,10.85714286,11.75,6.733333333,12.25,15.11764706
10/28/1900,10,13,6.466666667,12.375,14.41176471
10/29/1900,9.428571429,13.5,6.466666667,12.375,13.88235294
10/30/1900,9.428571429,3.5,6,11.125,13.58823529
10/31/1900,3.857142857,5,4.333333333,2.875,3.117647059
11/1/1900,2.857142857,4.25,4.571428571,2.625,3.058823529
11/2/1900,2,3.25,3.785714286,4.125,2.823529412
11/3/1900,2,3,3.642857143,4.125,3.058823529
11/4/1900,1.857142857,4.5,3.642857143,4.125,3.411764706
11/5/1900,1.857142857,4.5,4.142857143,4.125,3.176470588
11/6/1900,1.571428571,2.5,4.142857143,4.5,3.176470588
11/7/1900,1.714285714,2.25,4.214285714,2.25,3.470588235
11/8/1900,1.714285714,2.25,4.142857143,2.25,3.470588235
11/9/1900,1.714285714,2.25,3.928571429,2.25,3.588235294
11/10/1900,1.714285714,2.25,4.379285714,1.5,3.882352941
11/11/1900,1.714285714,2.25,4.285714286,1.5,3.176470588
11/12/1900,2.142857143,2.25,3.714285714,1.375,2.941176471
11/13/1900,1.857142857,2.25,3.714285714,1.25,2.941176471
11/14/1900,2,2.25,3.428571429,1.125,2.941176471
11/15/1900,3.571428571,2.5,4,2.625,2.705882353
11/16/1900,3.571428571,3.5,2.642857143,1.25375,2.882352941
11/17/1900,3.428571429,2.25,3.357142857,1.375,3.058823529
11/18/1900,3.571428571,2.25,3.714285714,2.125,2.882352941
11/19/1900,4.285714286,2.25,3.714285714,2.125,2.588235294
11/20/1900,3.857142857,2.25,3.5,2.5,2.470588235
11/21/1900,4,2.25,3.714285714,2.625,2.470588235
11/22/1900,3.857142857,2.25,3.785714286,2.625,2.411764706
11/23/1900,3.714285714,1.5,3.714285714,2.5,2.411764706
11/24/1900,3.571428571,1.5,4.142857143,2.25,2.352941176
11/25/1900,3.428571429,1.5,4.142857143,2.5,2.352941176
11/26/1900,3.571428571,1.5,4,2.375,2.411764706
11/27/1900,2.857142857,1.5,3.857142857,2.375,2.647058824
11/28/1900,3,1.5,3.857142857,2.25,2.647058824
11/29/1900,2.857142857,1.25,3.928571429,2.25,2.121176471
11/30/1900,2.285714286,1,3.214285714,1.5,2.062352941
12/1/1900,2.285714286,1,3.357142857,1.5,2.411764706
12/2/1900,2,0.475,3.214285714,1.5,2.470588235
12/3/1900,2,0.25,3.214285714,0.875,2.294117647
12/4/1900,1.857142857,0.25,3.142857143,0.875,2.470588235
12/5/1900,2,0.25,3.142857143,0.75,2.529411765
12/6/1900,2,0.25,3.142857143,0.75,2.529411765
12/7/1900,2,0.25,3.214285714,0.75,2.647058824
12/8/1900,2.142857143,0.25,3.142857143,0.75,2.647058824
12/9/1900,1.571428571,0.25,3.071428571,0.75,2.588235294
12/10/1900,1.571428571,0.25,3.142857143,0.75,2.411764706
12/11/1900,1.571428571,0.25,3.142857143,1,2.294117647
12/12/1900,1.428571429,0.75,3.357142857,0.875,2.235294118
12/13/1900,1.142857143,0.75,3.357142857,1.125,2.176470588
12/14/1900,1.142857143,0.75,3.5,1.25,2.235294118
12/15/1900,1.142857143,0.5,3.642857143,1.25,2.117647059
12/16/1900,1.571428571,0.51,3.571428571,1.25,2.176470588
12/17/1900,2.142857143,0.75,3.571428571,1.25,2.176470588
12/18/1900,2.142857143,1,3.642857143,1.125,2.235294118
12/19/1900,2.142857143,0.75,3.785714286,1.125,2.176470588
12/20/1900,2.142857143,0.95,3.785714286,1.125,2.176470588
12/21/1900,2.142857143,0.95,3.571428571,1.125,2.117647059
12/22/1900,2.142857143,0.75,3.714285714,1.125,2.117647059
12/23/1900,2.142857143,0.75,3.642857143,1.125,2.058823529
12/24/1900,2.142857143,0.75,3.642857143,1.125,2.470588235
12/25/1900,2.142857143,0.75,3.714285714,1.125,2.411764706
12/26/1900,2.142857143,0.75,4.142857143,1.125,2.705882353
12/27/1900,2.857142857,0.75,4.071428571,2,2.588235294
12/28/1900,2.857142857,0.75,3.571428571,2,2.470588235
12/29/1900,2.571428571,0.55,3.571428571,2,1.882352941
12/30/1900,2.571428571,0.75,3.5,2,1.941176471
12/31/1900,2.571428571,0.75,2.571428571,1.25,1.941176471
