Date,Above,Below,Critical,Dry,Wet
6/5/1900,56.75,56,56,63.57142857,60.53333333
6/6/1900,57,61,61,67.14285714,61.26666667
6/7/1900,58,58.5,58.5,67.42857143,60.6
6/8/1900,57.75,58.5,58.5,67.14285714,60.8
6/9/1900,57.5,58.5,58.5,66.85714286,61.13333333
6/10/1900,57.75,58.5,58.5,67,61.6
6/11/1900,58,58.5,58.5,65.57142857,61.73333333
6/12/1900,58.5,57.5,57.5,68,62.4
6/13/1900,57.5,64,64,67,63.73333333
6/14/1900,58.5,63.5,63.5,67.14285714,62.53333333
6/15/1900,59.75,63,63,68.57142857,62
6/16/1900,61,60,60,69.71428571,63.6
6/17/1900,61.75,60,60,68.57142857,63.13333333
6/18/1900,61,60.5,60.5,67.42857143,64
6/19/1900,62.5,60,60,66.85714286,64.33333333
6/20/1900,60.5,60,60,68.28571429,64.26666667
6/21/1900,62.25,59.5,59.5,69.57142857,65.5
6/22/1900,62.25,63,63,69.42857143,65.78571429
6/23/1900,61.75,63.5,63.5,67.71428571,66.78571429
6/24/1900,64,62.5,62.5,69.85714286,66.8
6/25/1900,63.25,62.5,62.5,69.71428571,66.8
6/26/1900,63.5,66,66,69.57142857,67.93333333
6/27/1900,63.5,66,66,69.85714286,67.93333333
6/28/1900,55.75,61.5,61.5,71.42857143,68.21428571
6/29/1900,48.25,59,59,71.14285714,68.14285714
6/30/1900,62.75,63,63,71.71428571,66.53333333
7/1/1900,65.25,63,63,72.42857143,66.8
7/2/1900,66.75,63,63,70.71428571,66.46666667
7/3/1900,65.25,63,63,71,66.4
7/4/1900,68.75,63,63,69.57142857,66.13333333
7/5/1900,68.5,63,63,70.14285714,66.4
7/6/1900,70,63,63,72,66.26666667
7/7/1900,70,61.5,61.5,72.14285714,66.66666667
7/8/1900,71.75,60.5,60.5,71.71428571,66.73333333
7/9/1900,71.75,64.5,64.5,71,66.4
7/10/1900,72,66.5,66.5,71.42857143,66.86666667
7/11/1900,72.25,65,65,71.71428571,67.46666667
7/12/1900,72.75,63,63,71.42857143,67.53333333
7/13/1900,71.75,63,63,70.85714286,67.26666667
7/14/1900,71.75,59.5,59.5,70.14285714,67.2
7/15/1900,71.5,61.5,61.5,69,66.6
7/16/1900,71.75,63,63,68.42857143,67.06666667
7/17/1900,72.5,62,62,68.28571429,66.6
7/18/1900,71.75,63,63,68.71428571,66.2
7/19/1900,71,63.5,63.5,69.85714286,67.4
7/20/1900,72.25,62,62,68.85714286,67.93333333
7/21/1900,72.25,65.5,65.5,69.71428571,68.26666667
7/22/1900,72.25,64.5,64.5,69,67.73333333
7/23/1900,72.5,64.5,64.5,70.71428571,67.6
7/24/1900,72.5,64.5,64.5,70,67.26666667
7/25/1900,71.75,64,64,71.28571429,66.93333333
7/26/1900,72.5,64.5,64.5,71.28571429,67
7/27/1900,72,64.5,64.5,71.14285714,66.93333333
7/28/1900,72.5,63,63,70.42857143,66.66666667
7/29/1900,72.25,64,64,69.71428571,66.33333333
7/30/1900,72.25,63.5,63.5,68.28571429,61.26666667
7/31/1900,72.75,63.5,63.5,68.42857143,61.6
8/1/1900,72.25,64.5,64.5,65.42857143,63.13333333
8/2/1900,72,59,59,66,66.53333333
8/3/1900,72.25,59.5,59.5,65.28571429,66.26666667
8/4/1900,72.5,60,60,64.71428571,66.73333333
8/5/1900,72.5,59,59,63.57142857,66.73333333
8/6/1900,71.5,59.5,59.5,63.85714286,67.26666667
8/7/1900,52.5,62,62,60.71428571,66.66666667
8/8/1900,68.5,59.5,59.5,61.14285714,66.13333333
8/9/1900,64.75,56.5,56.5,61.14285714,65.33333333
8/10/1900,63.25,56.5,56.5,58.57142857,63.53333333
8/11/1900,63.25,56.5,56.5,58.28571429,64
8/12/1900,61.5,59.5,59.5,59.14285714,62.86666667
8/13/1900,61.5,56,56,57.71428571,61.86666667
8/14/1900,61.5,59,59,58.71428571,61.66666667
8/15/1900,62.75,56,56,57.42857143,60.86666667
8/16/1900,59,56,56,56.42857143,59.2
8/17/1900,59.25,54,54,53.42857143,58.06666667
8/18/1900,58,52,52,53.71428571,57.13333333
8/19/1900,58.25,47,47,53.57142857,55.2
8/20/1900,57,47.5,47.5,52.57142857,55
8/21/1900,56,42,42,54.57142857,54.06666667
8/22/1900,55.5,42,42,51.85714286,54
8/23/1900,57.75,40.5,40.5,45.57142857,49.46666667
8/24/1900,57.75,40.5,40.5,45.28571429,52.46666667
8/25/1900,56,46,46,45,51.93333333
8/26/1900,55.5,45.5,45.5,44.14285714,52.66666667
8/27/1900,53.5,50,50,45.14285714,51.66666667
8/28/1900,51,47,47,45.14285714,51.71428571
8/29/1900,53,42,42,43.85714286,51.42857143
8/30/1900,51.5,40,40,44.57142857,51.92857143
8/31/1900,50.25,39.5,39.5,44.57142857,51
9/1/1900,51.5,39.5,39.5,44.57142857,50.5
9/2/1900,50,40,40,45,49.71428571
9/3/1900,46.25,40,40,45.85714286,49.14285714
9/4/1900,46.25,40,40,45.85714286,50
9/5/1900,43.5,40,40,44.28571429,49.57142857
9/6/1900,43.5,40,40,42,49
9/7/1900,45,45.5,45.5,41,48.07142857
9/8/1900,44.75,45.5,45.5,39.57142857,47.85714286
9/9/1900,46.5,45,45,38.71428571,45.78571429
9/10/1900,45.25,44.5,44.5,38.85714286,43.78571429
9/11/1900,43.75,45,45,39.14285714,46.57142857
9/12/1900,44.75,42,42,40.14285714,45.78571429
9/13/1900,44.25,34,34,40.71428571,45.78571429
9/14/1900,44.5,34,34,40.71428571,45.64285714
9/15/1900,41.5,28.5,28.5,41.14285714,45.42857143
9/16/1900,41.75,28.5,28.5,41.14285714,41.28571429
9/17/1900,41.5,28.5,28.5,40.85714286,40.64285714
9/18/1900,38.5,28.5,28.5,39.85714286,37.85714286
9/19/1900,39,28.5,28.5,40.14285714,40.21428571
9/20/1900,39,28.5,28.5,39.71428571,41
9/21/1900,42.25,35,35,39.28571429,41.14285714
9/22/1900,42,36.5,36.5,39.42857143,40.64285714
9/23/1900,40.75,39,39,38.85714286,40.85714286
9/24/1900,39,34,34,38.71428571,41.28571429
9/25/1900,38,31.5,31.5,35.14285714,40.42857143
9/26/1900,38.5,31.5,31.5,38.28571429,39.92857143
9/27/1900,36.5,28.5,28.5,38.71428571,39.42857143
9/28/1900,35.25,26,26,39.57142857,38.5
9/29/1900,35.25,26.5,26.5,39.57142857,36.71428571
9/30/1900,35.25,27,27,26.71428571,35.92857143
10/1/1900,34,16.5,16.5,29.42857143,29.2
10/2/1900,34,16.5,16.5,29.42857143,29.6
10/3/1900,31.5,16.5,16.5,26.57142857,29
10/4/1900,31.5,16.5,16.5,27.42857143,29.2
10/5/1900,29,16.5,16.5,26.42857143,28.06666667
10/6/1900,29,16.5,16.5,24.71428571,27.8
10/7/1900,30,16,16,24.85714286,27.66666667
10/8/1900,30,21.5,21.5,27.28571429,27.46666667
10/9/1900,30,22,22,26,26.73333333
10/10/1900,30,18,18,25.71428571,26.46666667
10/11/1900,29.75,17.5,17.5,24.71428571,26.66666667
10/12/1900,28.25,17.5,17.5,23.71428571,22.73333333
10/13/1900,26.75,17.5,17.5,18.14285714,23.06666667
10/14/1900,27.75,17.5,17.5,17.85714286,22.06666667
10/15/1900,28.75,14,14,17.28571429,20.8
10/16/1900,28.75,16.5,16.5,17.57142857,21
10/17/1900,25.25,17,17,17.71428571,20.53333333
10/18/1900,25.25,16.5,16.5,15.42857143,20.4
10/19/1900,23.25,16.5,16.5,15.42857143,19.66666667
10/20/1900,21.75,16.5,16.5,17.14285714,19.93333333
10/21/1900,18.5,16.5,16.5,18.28571429,19.53333333
10/22/1900,18.5,16.5,16.5,15.28571429,19.2
10/23/1900,17.5,16.5,16.5,15.42857143,18.53333333
10/24/1900,16,19,19,14.71428571,18.6
10/25/1900,15.75,19,19,14.57142857,17.66666667
10/26/1900,16,13,13,17.42857143,17.57142857
10/27/1900,14.75,12.5,12.5,15.57142857,17.07142857
10/28/1900,14.75,13,13,14.28571429,16.71428571
10/29/1900,14.5,13,13,14.42857143,16.21428571
10/30/1900,14.75,13,13,13.71428571,13.4
10/31/1900,3.333333333,5,5,2.833333333,3.714285714
11/1/1900,3.333333333,5,5,2.5,3.642857143
11/2/1900,3.333333333,5,5,2.5,2.857142857
11/3/1900,3,5,5,2.714285714,2.571428571
11/4/1900,3,5,5,3.571428571,2.857142857
11/5/1900,3,5,5,3.571428571,2.857142857
11/6/1900,2.666666667,4,4,3.428571429,2.785714286
11/7/1900,2.666666667,3.5,3.5,3,3.142857143
11/8/1900,3,3.5,3.5,3,3.071428571
11/9/1900,3,3.5,3.5,3,3
11/10/1900,3,3.5,3.5,3,2.285714286
11/11/1900,3,3.5,3.5,3,2.285714286
11/12/1900,3.333333333,5,5,3,2.214285714
11/13/1900,3,7,7,3,2
11/14/1900,3,7,7,2.833333333,1.785714286
11/15/1900,3.666666667,7,7,5.666666667,1.923076923
11/16/1900,3.666666667,7,7,3.666666667,2.071428571
11/17/1900,3.666666667,7,7,3.666666667,1.928571429
11/18/1900,4.25,7,7,2.333333333,2.5
11/19/1900,4.25,7,7,2.333333333,2.357142857
11/20/1900,4.25,7,7,2.166666667,2.642857143
11/21/1900,4.25,7,7,2.166666667,2.857142857
11/22/1900,3.75,7,7,2.166666667,2.928571429
11/23/1900,4,7,7,2,2.857142857
11/24/1900,3.75,7,7,2,2.714285714
11/25/1900,3.75,7,7,2.142857143,2.642857143
11/26/1900,3.75,7,7,2.142857143,2.714285714
11/27/1900,3.75,7,7,1.714285714,2.642857143
11/28/1900,4,7,7,1.714285714,2.642857143
11/29/1900,3.5,7,7,0.571428571,2.714285714
11/30/1900,3.75,7,7,0.428571429,1.642857143
12/1/1900,3.75,7,7,0.428571429,1.642857143
12/2/1900,3.5,7,7,0.428571429,1.642857143
12/3/1900,3.5,7,7,0.428571429,1.285714286
12/4/1900,3.5,6,6,0.285714286,1.428571429
12/5/1900,3.75,6,6,0.285714286,1.642857143
12/6/1900,3.75,7,7,0.285714286,1.692307692
12/7/1900,3.75,7,7,0.285714286,1.571428571
12/8/1900,3.75,7,7,0.285714286,1.230769231
12/9/1900,2.75,7,7,0.285714286,1.153846154
12/10/1900,2.75,7,7,0.285714286,1.153846154
12/11/1900,2.75,5.5,5.5,0.285714286,1.076923077
12/12/1900,2.5,4.5,4.5,0.285714286,1.076923077
12/13/1900,2,4,4,0.714285714,1.076923077
12/14/1900,2,3.5,3.5,0.857142857,1.076923077
12/15/1900,2,3.5,3.5,0.857142857,1.571428571
12/16/1900,2.5,3.5,3.5,0.857142857,1.714285714
12/17/1900,3.5,3.5,3.5,0.857142857,1.714285714
12/18/1900,3.5,3,3,0.333333333,1.714285714
12/19/1900,3.5,3.5,3.5,0.333333333,1.714285714
12/20/1900,3.5,3.5,3.5,0.333333333,1.714285714
12/21/1900,3.5,3.5,3.5,0.333333333,1.714285714
12/22/1900,3.5,3,3,0.333333333,1.714285714
12/23/1900,3.75,2.5,2.5,0.333333333,1.571428571
12/24/1900,3.75,2.5,2.5,0.333333333,1.5
12/25/1900,3.75,2.5,2.5,0.2,1.571428571
12/26/1900,3.75,2.5,2.5,0.2,1.571428571
12/27/1900,3.75,3,3,1.166666667,2
12/28/1900,3.75,3,3,1.166666667,2
12/29/1900,3.75,3,3,1.2,1.461538462
12/30/1900,3.5,3,3,1.2,1.538461538
12/31/1900,3.5,3,3,1.2,1.5
